date,city,lat,lon,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,rainfall_mm,aqi,risk_label
2024-07-26,Delhi,28.61,77.21,60.54,94.01,31.42,14.74,1.833,35.71,32.87,65.5,0.47,0.41,121.3,Low
2024-07-27,Delhi,28.61,77.21,23.65,41.72,20.01,8.55,0.651,31.99,25.6,78.0,3.48,2.41,45.8,Low
2024-07-28,Delhi,28.61,77.21,35.64,46.24,26.1,7.66,1.238,34.24,29.27,82.5,1.28,0.05,67.6,Moderate
2024-07-29,Delhi,28.61,77.21,27.43,49.99,18.38,8.57,0.808,54.69,27.94,62.1,2.49,7.15,61.5,Low
2024-07-30,Delhi,28.61,77.21,38.2,59.03,22.82,13.98,1.695,43.38,29.35,77.1,3.51,2.28,69.9,Low
2024-07-31,Delhi,28.61,77.21,77.5,99.36,41.62,18.03,2.368,43.27,30.92,71.2,0.53,1.33,147.8,High
2024-08-01,Delhi,28.61,77.21,43.07,66.79,30.65,11.65,1.936,53.8,29.47,63.6,0.2,0.94,83.7,Moderate
2024-08-02,Delhi,28.61,77.21,70.33,120.44,36.33,15.19,2.314,52.36,31.07,64.2,2.81,0.84,114.7,Moderate
2024-08-03,Delhi,28.61,77.21,49.78,72.36,34.92,12.06,1.605,38.75,25.89,72.6,2.55,3.76,90.3,Moderate
2024-08-04,Delhi,28.61,77.21,31.47,40.74,24.92,7.82,1.533,56.86,31.28,71.9,2.21,2.86,72.1,Low
2024-08-05,Delhi,28.61,77.21,60.41,96.76,31.04,17.95,1.891,45.52,28.27,62.9,2.55,0.98,112.0,Moderate
2024-08-06,Delhi,28.61,77.21,28.73,45.8,25.26,11.99,1.557,46.33,30.57,65.0,1.47,2.66,53.7,Low
2024-08-07,Delhi,28.61,77.21,31.41,56.17,35.41,18.57,1.523,48.94,28.5,88.0,0.68,0.1,55.4,Low
2024-08-08,Delhi,28.61,77.21,28.34,49.47,21.55,8.57,1.07,32.84,23.59,74.4,2.3,1.34,50.4,Low
2024-08-09,Delhi,28.61,77.21,49.15,72.25,38.03,12.5,1.784,36.81,26.7,84.4,1.33,1.15,104.3,Moderate
2024-08-10,Delhi,28.61,77.21,46.45,80.14,38.15,15.29,1.746,43.0,28.37,89.1,0.53,1.75,87.7,Moderate
2024-08-11,Delhi,28.61,77.21,28.93,54.62,32.62,10.16,1.286,51.42,31.44,79.8,3.11,0.86,47.0,Moderate
2024-08-12,Delhi,28.61,77.21,52.92,87.91,29.41,9.13,2.127,40.08,27.85,100.0,2.43,0.13,71.1,Moderate
2024-08-13,Delhi,28.61,77.21,12.85,23.01,29.57,6.44,1.571,46.64,29.81,58.4,2.99,0.42,19.4,Low
2024-08-14,Delhi,28.61,77.21,66.66,117.16,38.91,14.97,2.023,48.64,25.18,82.9,1.31,0.48,110.4,Moderate
2024-08-15,Delhi,28.61,77.21,31.83,46.23,24.87,12.21,1.331,57.61,31.66,65.9,1.71,2.07,41.9,Moderate
2024-08-16,Delhi,28.61,77.21,48.52,76.27,30.83,12.57,1.096,50.5,30.72,98.4,1.3,0.47,100.8,Low
2024-08-17,Delhi,28.61,77.21,43.5,77.2,33.23,15.36,1.631,53.96,27.22,95.9,1.44,0.4,92.1,Moderate
2024-08-18,Delhi,28.61,77.21,22.28,38.9,23.05,13.21,1.115,43.36,29.4,41.0,2.73,2.42,24.3,Low
2024-08-19,Delhi,28.61,77.21,33.83,43.01,25.95,12.35,0.828,41.9,25.79,55.7,1.56,3.96,71.2,Low
2024-08-20,Delhi,28.61,77.21,32.89,58.28,32.93,11.37,1.544,48.11,29.51,80.1,2.93,3.01,68.9,Low
2024-08-21,Delhi,28.61,77.21,51.9,93.11,29.55,12.43,2.015,42.3,32.98,81.9,2.91,0.51,93.8,Moderate
2024-08-22,Delhi,28.61,77.21,50.61,89.81,27.5,14.71,1.592,39.58,28.98,80.9,4.93,0.01,106.3,Moderate
2024-08-23,Delhi,28.61,77.21,73.88,134.88,44.82,18.15,2.166,55.01,30.6,68.7,0.83,1.8,128.9,Moderate
2024-08-24,Delhi,28.61,77.21,22.8,35.46,26.5,10.46,0.966,44.72,28.69,76.5,3.57,2.64,31.5,Low
2024-08-25,Delhi,28.61,77.21,35.42,42.27,32.87,12.89,1.737,36.35,25.41,79.3,2.39,0.52,50.7,Low
2024-08-26,Delhi,28.61,77.21,40.45,71.6,23.8,11.07,1.154,49.01,30.53,68.2,2.48,2.58,67.9,Moderate
2024-08-27,Delhi,28.61,77.21,70.2,97.06,44.98,10.79,2.11,55.01,24.47,84.7,0.76,7.28,140.5,Moderate
2024-08-28,Delhi,28.61,77.21,27.45,56.71,27.02,7.74,1.934,46.57,28.91,35.2,1.95,1.24,41.9,Low
2024-08-29,Delhi,28.61,77.21,73.21,125.69,49.43,17.62,2.28,50.82,27.63,78.5,3.39,1.5,130.8,High
2024-08-30,Delhi,28.61,77.21,50.64,73.17,26.48,14.41,1.953,40.43,30.0,53.3,2.4,2.34,86.1,Moderate
2024-08-31,Delhi,28.61,77.21,36.6,58.72,28.9,16.43,1.488,40.66,27.49,83.1,2.6,2.02,72.3,Low
2024-09-01,Delhi,28.61,77.21,58.4,111.59,34.05,14.01,1.616,37.11,28.23,65.1,2.15,2.05,112.4,Moderate
2024-09-02,Delhi,28.61,77.21,70.03,115.82,31.56,17.6,2.191,39.75,26.34,55.1,3.89,0.58,143.8,Moderate
2024-09-03,Delhi,28.61,77.21,67.72,111.39,35.13,18.74,2.276,55.19,24.25,73.9,2.47,0.62,123.5,Moderate
2024-09-04,Delhi,28.61,77.21,93.9,123.72,53.5,20.37,2.371,29.71,27.82,54.5,0.2,0.41,162.1,High
2024-09-05,Delhi,28.61,77.21,70.33,100.93,37.27,13.21,2.309,53.92,26.18,54.3,1.67,0.72,127.7,Moderate
2024-09-06,Delhi,28.61,77.21,98.44,185.89,45.84,17.29,3.142,29.7,25.38,44.3,0.2,0.03,195.0,High
2024-09-07,Delhi,28.61,77.21,88.84,173.12,50.44,17.27,2.898,36.51,24.21,67.3,0.2,2.19,167.4,High
2024-09-08,Delhi,28.61,77.21,58.38,111.76,40.38,10.88,1.493,48.43,25.28,75.0,1.86,0.91,118.5,Moderate
2024-09-09,Delhi,28.61,77.21,80.14,137.53,47.98,17.44,2.11,43.65,22.06,82.7,4.1,0.54,173.8,Moderate
2024-09-10,Delhi,28.61,77.21,68.11,124.45,34.89,17.88,1.678,42.6,23.84,65.1,2.56,1.74,128.0,Moderate
2024-09-11,Delhi,28.61,77.21,77.02,136.41,41.67,14.26,2.662,25.78,22.27,82.7,1.09,0.87,150.9,Moderate
2024-09-12,Delhi,28.61,77.21,59.93,119.24,41.13,19.91,2.182,44.88,26.57,67.1,1.37,0.23,133.2,Moderate
2024-09-13,Delhi,28.61,77.21,55.25,95.14,31.06,12.65,2.116,34.4,27.0,65.3,3.86,1.39,100.9,Moderate
2024-09-14,Delhi,28.61,77.21,68.76,112.39,35.32,14.27,1.912,62.55,29.59,75.1,2.69,5.18,123.9,Moderate
2024-09-15,Delhi,28.61,77.21,39.69,66.96,33.03,11.25,1.244,40.96,22.11,82.2,2.56,0.31,65.8,Low
2024-09-16,Delhi,28.61,77.21,79.88,139.69,50.77,13.86,2.421,40.93,24.69,61.0,2.44,3.39,159.6,Moderate
2024-09-17,Delhi,28.61,77.21,76.75,118.17,36.1,16.93,2.365,31.46,27.69,62.3,2.55,1.2,151.5,Moderate
2024-09-18,Delhi,28.61,77.21,71.04,101.96,26.88,15.16,1.965,36.64,25.26,63.4,3.47,0.92,132.4,Moderate
2024-09-19,Delhi,28.61,77.21,32.17,40.21,19.01,16.2,1.486,33.88,24.74,66.8,3.16,1.51,59.8,Low
2024-09-20,Delhi,28.61,77.21,67.87,84.27,33.69,16.61,2.351,49.9,29.44,51.9,2.76,4.27,138.0,Moderate
2024-09-21,Delhi,28.61,77.21,82.42,145.34,43.16,17.85,2.517,36.8,23.78,80.7,1.25,2.88,169.4,Moderate
2024-09-22,Delhi,28.61,77.21,50.54,72.66,35.77,12.39,1.499,46.38,23.1,59.0,3.11,0.62,81.2,Low
2024-09-23,Delhi,28.61,77.21,78.47,139.83,41.73,11.6,1.736,33.28,22.02,71.8,1.68,6.05,153.2,Moderate
2024-09-24,Delhi,28.61,77.21,27.75,45.04,21.21,10.51,1.277,41.07,26.17,52.3,3.81,3.54,54.2,Low
2024-09-25,Delhi,28.61,77.21,98.64,129.76,50.29,15.31,2.822,47.97,25.11,69.9,0.97,0.11,190.8,Moderate
2024-09-26,Delhi,28.61,77.21,65.33,112.17,33.06,17.39,2.029,32.18,21.61,70.2,2.33,5.04,124.5,Moderate
2024-09-27,Delhi,28.61,77.21,93.41,178.01,47.46,17.25,2.54,23.11,22.87,57.8,2.49,1.42,178.4,Moderate
2024-09-28,Delhi,28.61,77.21,50.78,84.79,29.57,18.08,1.608,45.36,23.96,94.2,0.91,0.59,93.4,Moderate
2024-09-29,Delhi,28.61,77.21,67.89,129.83,52.16,16.99,2.372,31.63,25.16,69.3,4.57,5.1,116.6,Moderate
2024-09-30,Delhi,28.61,77.21,66.95,121.23,42.52,17.2,2.123,36.25,21.55,90.2,4.25,1.49,130.8,Moderate
2024-10-01,Delhi,28.61,77.21,97.58,134.28,44.98,18.45,2.788,44.91,24.57,77.7,1.94,3.1,176.7,Moderate
2024-10-02,Delhi,28.61,77.21,62.43,115.25,31.86,14.87,1.757,34.88,25.56,53.2,3.43,1.21,127.3,Moderate
2024-10-03,Delhi,28.61,77.21,70.16,118.76,37.36,16.98,2.017,46.17,20.52,57.2,2.95,2.46,125.5,Moderate
2024-10-04,Delhi,28.61,77.21,135.47,216.42,54.19,24.32,3.559,27.82,22.72,69.3,0.2,1.52,255.4,High
2024-10-05,Delhi,28.61,77.21,62.33,102.79,33.16,12.1,1.745,52.99,24.33,63.4,2.8,0.13,110.2,Moderate
2024-10-06,Delhi,28.61,77.21,67.18,111.68,34.82,16.19,1.766,50.56,22.24,63.1,2.43,0.48,118.8,Moderate
2024-10-07,Delhi,28.61,77.21,82.94,124.56,48.45,24.16,2.36,33.71,19.24,57.8,2.6,0.39,164.3,High
2024-10-08,Delhi,28.61,77.21,79.31,127.27,40.63,15.66,2.747,37.55,23.96,34.8,1.21,1.03,147.4,Moderate
2024-10-09,Delhi,28.61,77.21,111.22,164.12,49.97,18.36,3.082,29.64,24.72,58.3,2.18,0.59,214.9,High
2024-10-10,Delhi,28.61,77.21,120.31,212.97,50.41,17.95,3.644,37.89,27.75,28.2,2.29,0.49,223.5,High
2024-10-11,Delhi,28.61,77.21,69.24,98.3,33.35,10.58,2.145,47.71,18.13,66.9,3.93,3.0,131.1,Moderate
2024-10-12,Delhi,28.61,77.21,52.52,77.72,33.05,16.82,1.757,31.71,28.44,50.2,2.9,0.57,82.3,Low
2024-10-13,Delhi,28.61,77.21,100.63,192.17,49.15,18.25,2.395,43.52,20.82,50.1,2.49,4.32,194.3,High
2024-10-14,Delhi,28.61,77.21,97.99,171.81,54.97,18.7,2.587,26.96,24.49,57.4,4.33,4.57,185.7,High
2024-10-15,Delhi,28.61,77.21,111.76,200.68,50.97,24.71,3.466,29.31,24.55,64.6,1.83,1.26,224.4,High
2024-10-16,Delhi,28.61,77.21,117.4,169.17,61.39,27.27,3.246,21.52,25.2,38.8,2.03,0.69,223.1,High
2024-10-17,Delhi,28.61,77.21,95.03,166.69,49.54,14.84,2.92,54.43,23.64,33.8,0.32,0.82,183.2,High
2024-10-18,Delhi,28.61,77.21,83.36,128.35,44.15,19.5,2.679,38.25,20.38,43.9,4.38,0.41,167.0,Moderate
2024-10-19,Delhi,28.61,77.21,59.58,113.11,25.81,15.83,1.989,43.37,24.56,29.0,3.66,0.57,119.5,Moderate
2024-10-20,Delhi,28.61,77.21,57.02,100.69,28.51,14.9,1.879,35.17,20.94,44.9,3.6,4.55,116.3,Moderate
2024-10-21,Delhi,28.61,77.21,111.12,199.65,57.6,20.55,3.058,42.01,15.28,83.1,3.3,0.72,225.0,High
2024-10-22,Delhi,28.61,77.21,87.95,159.22,52.77,16.73,2.76,22.73,27.85,43.2,2.63,1.67,171.5,High
2024-10-23,Delhi,28.61,77.21,137.78,230.51,64.26,26.55,3.693,33.09,22.2,68.6,2.76,0.36,263.2,High
2024-10-24,Delhi,28.61,77.21,105.14,185.83,55.61,20.36,3.05,54.88,25.81,38.0,2.2,0.94,208.2,Moderate
2024-10-25,Delhi,28.61,77.21,92.63,141.12,45.38,18.3,2.699,33.37,18.97,62.9,2.26,2.45,171.8,High
2024-10-26,Delhi,28.61,77.21,107.35,199.57,50.71,22.48,2.716,36.62,24.06,53.4,2.57,1.44,215.1,High
2024-10-27,Delhi,28.61,77.21,115.39,216.7,52.07,22.24,3.029,41.03,23.99,57.1,4.31,0.0,238.6,High
2024-10-28,Delhi,28.61,77.21,109.62,164.96,58.24,20.35,2.71,29.54,23.32,66.3,3.17,0.74,216.5,High
2024-10-29,Delhi,28.61,77.21,86.92,133.46,47.14,17.68,2.84,37.24,19.15,83.9,2.43,0.55,161.5,Moderate
2024-10-30,Delhi,28.61,77.21,116.97,197.72,54.77,24.97,2.509,41.34,17.84,60.3,1.8,1.46,213.4,High
2024-10-31,Delhi,28.61,77.21,135.59,245.69,60.81,23.1,3.446,33.94,19.82,59.1,1.74,0.44,265.1,High
2024-11-01,Delhi,28.61,77.21,89.04,139.41,48.95,16.64,3.297,39.0,16.47,42.4,4.42,0.95,168.6,High
2024-11-02,Delhi,28.61,77.21,82.79,163.24,45.59,13.72,2.353,33.78,16.18,65.5,3.11,2.87,175.7,Moderate
2024-11-03,Delhi,28.61,77.21,117.94,188.53,52.12,18.77,2.818,36.81,20.26,52.9,2.58,0.81,222.1,High
2024-11-04,Delhi,28.61,77.21,116.3,227.69,64.29,16.49,3.121,33.97,17.17,68.9,2.08,0.51,229.1,High
2024-11-05,Delhi,28.61,77.21,100.16,178.86,51.34,18.35,3.19,47.43,19.36,55.5,1.17,2.93,202.9,Moderate
2024-11-06,Delhi,28.61,77.21,107.17,186.07,52.56,19.5,2.895,40.48,18.01,82.1,2.42,0.69,203.4,High
2024-11-07,Delhi,28.61,77.21,95.3,150.5,55.74,11.39,2.89,35.95,24.76,26.1,3.55,0.28,180.5,Moderate
2024-11-08,Delhi,28.61,77.21,121.36,159.16,62.6,20.2,3.257,14.92,22.11,51.2,2.03,1.78,242.7,High
2024-11-09,Delhi,28.61,77.21,110.24,169.89,53.15,20.98,2.893,40.23,18.42,68.6,2.23,0.31,224.8,High
2024-11-10,Delhi,28.61,77.21,128.26,220.79,62.57,21.33,4.31,39.74,21.74,50.0,2.23,0.16,255.2,High
2024-11-11,Delhi,28.61,77.21,127.63,218.67,54.32,17.91,3.374,25.29,17.98,43.2,2.63,0.84,250.2,High
2024-11-12,Delhi,28.61,77.21,102.97,189.3,47.84,22.11,2.698,19.22,18.35,50.9,0.59,1.04,192.5,High
2024-11-13,Delhi,28.61,77.21,126.56,193.21,47.99,18.57,3.184,24.68,21.57,34.0,2.22,0.92,246.2,High
2024-11-14,Delhi,28.61,77.21,139.69,277.86,69.99,18.29,3.708,38.25,16.03,56.3,1.47,1.11,279.2,High
2024-11-15,Delhi,28.61,77.21,120.84,191.1,47.8,16.85,3.34,24.23,16.1,90.9,3.56,0.84,233.3,High
2024-11-16,Delhi,28.61,77.21,133.88,237.79,65.26,21.35,3.709,27.4,14.87,71.3,1.58,1.2,256.1,High
2024-11-17,Delhi,28.61,77.21,97.02,184.76,44.8,20.66,2.783,37.86,19.33,37.3,3.19,3.46,191.6,Moderate
2024-11-18,Delhi,28.61,77.21,95.19,137.45,43.42,21.02,2.274,46.9,22.07,40.7,4.33,0.84,177.5,High
2024-11-19,Delhi,28.61,77.21,140.41,272.34,63.17,22.68,3.768,30.87,16.84,47.5,2.12,0.53,281.8,High
2024-11-20,Delhi,28.61,77.21,110.1,184.45,54.87,15.44,2.909,33.48,17.64,68.5,1.78,0.72,226.8,High
2024-11-21,Delhi,28.61,77.21,87.56,135.35,48.71,14.79,2.465,31.85,16.65,40.9,2.73,0.05,170.3,Moderate
2024-11-22,Delhi,28.61,77.21,141.81,258.64,73.49,19.49,3.191,43.65,15.95,42.7,2.5,0.52,261.6,High
2024-11-23,Delhi,28.61,77.21,111.51,183.25,55.82,18.62,2.858,41.72,14.49,66.2,1.31,1.06,204.9,High
2024-11-24,Delhi,28.61,77.21,108.94,176.78,57.53,13.58,2.761,34.28,19.78,65.7,3.05,0.64,193.4,High
2024-11-25,Delhi,28.61,77.21,88.73,123.37,43.06,17.21,2.564,26.68,22.43,47.0,4.92,1.21,158.2,High
2024-11-26,Delhi,28.61,77.21,107.19,199.85,56.08,20.66,2.508,28.7,19.13,35.6,2.19,0.89,216.6,High
2024-11-27,Delhi,28.61,77.21,110.5,217.86,54.44,18.61,3.025,38.67,16.95,29.0,2.26,0.53,223.9,High
2024-11-28,Delhi,28.61,77.21,130.26,177.55,58.28,22.41,3.443,26.92,19.06,41.6,1.25,0.59,237.5,High
2024-11-29,Delhi,28.61,77.21,133.3,247.46,61.18,18.52,3.13,39.22,18.04,18.5,2.88,0.35,265.0,High
2024-11-30,Delhi,28.61,77.21,92.01,136.93,46.89,12.84,2.453,39.08,17.98,63.0,1.0,0.79,166.6,Moderate
2024-12-01,Delhi,28.61,77.21,142.24,231.01,65.74,20.32,3.388,33.49,17.9,42.2,1.17,0.38,259.1,High
2024-12-02,Delhi,28.61,77.21,102.76,157.48,52.97,21.75,3.127,40.04,16.95,58.7,4.04,0.09,181.4,High
2024-12-03,Delhi,28.61,77.21,119.92,200.75,54.43,23.08,2.44,36.94,16.48,79.4,1.41,1.41,223.0,High
2024-12-04,Delhi,28.61,77.21,134.7,216.27,58.44,20.1,3.391,24.05,14.54,68.8,3.8,1.72,272.5,High
2024-12-05,Delhi,28.61,77.21,119.56,186.07,60.58,23.57,2.693,30.4,16.55,33.8,4.33,1.82,214.6,High
2024-12-06,Delhi,28.61,77.21,106.5,149.61,43.79,17.68,2.801,51.76,12.31,64.0,2.81,0.05,212.2,Moderate
2024-12-07,Delhi,28.61,77.21,150.82,241.32,64.7,27.62,4.07,19.63,14.57,68.2,3.16,1.39,302.3,High
2024-12-08,Delhi,28.61,77.21,97.09,169.41,56.74,19.16,2.553,30.68,13.96,39.5,4.84,0.81,186.9,High
2024-12-09,Delhi,28.61,77.21,140.68,184.17,50.7,20.71,3.655,39.44,16.59,36.2,2.26,0.14,260.9,High
2024-12-10,Delhi,28.61,77.21,143.11,251.14,61.62,24.7,3.409,28.69,14.26,48.8,1.79,0.31,272.6,High
2024-12-11,Delhi,28.61,77.21,169.03,284.79,77.6,22.58,4.762,21.83,17.42,26.3,0.88,0.33,326.7,High
2024-12-12,Delhi,28.61,77.21,128.86,178.73,51.85,18.08,3.651,21.25,15.74,72.2,2.55,0.06,248.0,High
2024-12-13,Delhi,28.61,77.21,142.81,223.63,77.97,17.93,3.994,34.44,14.78,15.0,4.27,0.44,272.8,High
2024-12-14,Delhi,28.61,77.21,109.42,190.31,40.36,19.72,2.59,41.72,15.0,33.3,3.65,0.31,222.6,High
2024-12-15,Delhi,28.61,77.21,154.3,281.9,76.19,23.27,3.556,39.98,14.04,45.8,1.37,0.31,314.6,High
2024-12-16,Delhi,28.61,77.21,131.48,235.98,68.81,20.92,3.754,32.48,17.32,46.3,1.47,0.68,260.5,High
2024-12-17,Delhi,28.61,77.21,136.42,198.41,67.33,20.41,3.47,40.38,18.88,52.1,1.89,0.12,260.7,High
2024-12-18,Delhi,28.61,77.21,168.3,300.49,72.8,29.14,4.089,20.02,17.03,53.6,2.85,0.16,328.3,High
2024-12-19,Delhi,28.61,77.21,146.16,246.56,67.94,21.35,3.823,31.21,14.93,46.2,2.25,0.21,286.1,High
2024-12-20,Delhi,28.61,77.21,140.01,204.17,59.52,19.83,3.224,25.83,17.49,66.4,2.76,0.3,253.2,High
2024-12-21,Delhi,28.61,77.21,165.32,275.14,76.91,28.27,4.338,29.04,13.93,17.1,2.86,1.34,323.1,High
2024-12-22,Delhi,28.61,77.21,139.49,264.47,58.22,26.21,3.595,37.55,18.3,49.1,2.14,0.62,277.6,High
2024-12-23,Delhi,28.61,77.21,127.72,226.16,58.33,21.79,3.498,40.13,14.47,38.3,2.45,0.11,240.5,High
2024-12-24,Delhi,28.61,77.21,151.37,243.38,72.96,17.92,3.626,19.81,9.54,51.0,2.75,0.71,311.8,High
2024-12-25,Delhi,28.61,77.21,122.05,167.2,52.15,18.41,3.395,44.02,20.28,52.2,2.4,0.81,218.5,High
2024-12-26,Delhi,28.61,77.21,153.42,292.37,66.87,25.18,3.657,26.55,18.94,35.1,3.1,4.32,294.7,High
2024-12-27,Delhi,28.61,77.21,148.52,284.81,67.8,22.91,4.057,20.98,13.47,39.1,4.75,0.06,296.9,High
2024-12-28,Delhi,28.61,77.21,119.23,197.54,50.02,24.59,3.523,31.14,14.76,60.6,3.21,0.81,210.4,High
2024-12-29,Delhi,28.61,77.21,122.65,174.81,63.75,16.16,3.527,20.32,14.28,53.8,2.57,0.52,222.8,High
2024-12-30,Delhi,28.61,77.21,155.84,261.47,71.25,25.62,4.072,29.15,15.65,38.3,0.48,2.59,285.9,High
2024-01-01,Mumbai,19.08,72.88,85.81,139.38,44.12,17.51,2.266,46.93,11.7,52.0,1.28,0.09,167.1,High
2024-01-02,Mumbai,19.08,72.88,67.49,110.81,39.5,15.41,2.061,35.12,15.29,69.2,2.28,0.4,156.1,Moderate
2024-01-03,Mumbai,19.08,72.88,64.09,102.29,37.86,18.27,2.367,38.57,12.03,55.7,2.82,0.81,139.4,Moderate
2024-01-04,Mumbai,19.08,72.88,74.28,132.2,36.64,15.76,1.942,46.48,13.96,68.8,3.76,0.04,140.0,Moderate
2024-01-05,Mumbai,19.08,72.88,57.74,93.24,31.22,9.15,2.341,53.83,12.45,58.1,3.4,0.81,108.5,Moderate
2024-01-06,Mumbai,19.08,72.88,56.39,105.71,37.11,12.59,2.12,34.46,14.75,30.5,3.85,0.43,103.0,Moderate
2024-01-07,Mumbai,19.08,72.88,56.29,89.56,36.08,17.1,1.848,41.47,14.86,52.4,3.14,0.5,109.3,Low
2024-01-08,Mumbai,19.08,72.88,77.01,109.86,31.45,17.07,2.72,32.4,14.11,55.8,1.87,1.69,145.7,Moderate
2024-01-09,Mumbai,19.08,72.88,60.86,99.1,36.6,12.55,2.507,33.64,14.99,26.7,3.77,0.65,124.2,Moderate
2024-01-10,Mumbai,19.08,72.88,71.38,111.79,46.07,16.63,2.396,35.39,17.95,68.4,1.85,0.02,137.4,Moderate
2024-01-11,Mumbai,19.08,72.88,66.78,112.7,35.05,14.72,2.184,33.02,14.6,49.4,1.7,1.07,115.4,Moderate
2024-01-12,Mumbai,19.08,72.88,56.01,92.0,35.63,15.09,2.438,24.83,12.4,53.9,4.27,0.83,100.3,Moderate
2024-01-13,Mumbai,19.08,72.88,64.8,104.72,30.39,9.52,2.515,23.34,17.14,34.9,3.38,0.16,138.1,Moderate
2024-01-14,Mumbai,19.08,72.88,42.1,76.98,33.66,9.28,1.382,35.2,16.19,49.4,2.7,0.24,93.8,Moderate
2024-01-15,Mumbai,19.08,72.88,58.03,91.85,29.69,15.46,1.903,40.56,16.81,52.8,3.34,1.13,109.7,Moderate
2024-01-16,Mumbai,19.08,72.88,55.62,90.88,28.17,12.61,1.852,49.76,18.41,43.4,3.49,0.02,105.9,Moderate
2024-01-17,Mumbai,19.08,72.88,72.14,125.83,38.54,15.95,2.127,32.71,12.65,49.5,0.8,0.72,139.0,Moderate
2024-01-18,Mumbai,19.08,72.88,49.6,69.81,43.83,18.41,1.372,39.5,18.29,16.5,2.32,0.19,93.5,Moderate
2024-01-19,Mumbai,19.08,72.88,79.29,133.27,39.6,14.72,2.639,42.29,15.85,68.7,1.02,0.71,137.5,High
2024-01-20,Mumbai,19.08,72.88,52.51,72.37,27.03,13.66,1.874,45.46,15.43,31.6,2.58,0.7,107.0,Moderate
2024-01-21,Mumbai,19.08,72.88,63.77,118.21,39.43,12.44,2.103,38.03,16.73,15.6,1.63,0.08,119.4,Moderate
2024-01-22,Mumbai,19.08,72.88,51.01,68.26,33.82,10.97,2.216,37.56,9.32,33.9,4.06,0.37,96.7,Low
2024-01-23,Mumbai,19.08,72.88,47.36,88.02,39.55,12.22,1.588,54.45,14.1,35.8,3.06,0.39,69.3,Moderate
2024-01-24,Mumbai,19.08,72.88,67.03,137.35,32.09,10.14,2.125,36.3,17.8,56.5,1.46,0.31,137.0,Moderate
2024-01-25,Mumbai,19.08,72.88,49.57,85.77,24.38,6.49,1.868,35.01,11.76,34.7,2.41,0.52,109.2,Moderate
2024-01-26,Mumbai,19.08,72.88,65.1,126.57,36.08,18.21,1.98,25.04,13.38,52.7,0.98,1.02,108.1,Moderate
2024-01-27,Mumbai,19.08,72.88,57.01,86.23,36.66,13.1,1.909,42.77,15.98,34.0,2.48,0.74,123.0,Low
2024-01-28,Mumbai,19.08,72.88,55.37,94.45,35.98,16.53,2.123,36.94,14.2,81.6,3.09,1.33,112.0,Moderate
2024-01-29,Mumbai,19.08,72.88,63.27,118.31,42.31,14.39,2.063,54.19,17.58,56.7,2.75,0.0,117.9,Moderate
2024-01-30,Mumbai,19.08,72.88,76.48,126.68,34.29,15.79,2.704,32.94,9.76,77.9,0.2,0.49,132.6,Moderate
2024-01-31,Mumbai,19.08,72.88,84.44,121.37,40.36,18.11,2.277,42.89,15.63,33.4,2.03,0.12,170.5,Moderate
2024-02-01,Mumbai,19.08,72.88,64.15,91.66,36.65,16.22,2.14,45.99,16.04,58.6,3.04,0.2,123.5,Moderate
2024-02-02,Mumbai,19.08,72.88,51.78,94.03,37.09,9.35,1.434,51.89,12.94,34.4,2.8,0.24,107.3,Moderate
2024-02-03,Mumbai,19.08,72.88,46.32,93.44,33.39,15.88,1.693,29.7,14.37,57.4,3.82,0.01,90.2,Moderate
2024-02-04,Mumbai,19.08,72.88,63.16,95.63,34.89,11.17,1.865,51.68,18.18,59.0,0.89,0.3,112.6,Moderate
2024-02-05,Mumbai,19.08,72.88,58.26,113.66,30.23,14.12,2.349,40.2,18.79,24.9,3.06,0.43,124.3,Low
2024-02-06,Mumbai,19.08,72.88,62.57,118.21,41.07,21.45,2.261,38.29,16.93,31.9,1.65,1.02,114.6,Moderate
2024-02-07,Mumbai,19.08,72.88,54.72,89.24,38.66,13.41,2.038,35.59,10.69,31.5,2.67,0.42,114.0,Moderate
2024-02-08,Mumbai,19.08,72.88,73.93,116.36,54.02,19.98,2.799,34.58,15.96,26.5,2.92,0.14,125.6,Moderate
2024-02-09,Mumbai,19.08,72.88,57.97,91.34,34.27,12.48,2.366,36.73,16.46,38.2,3.26,0.78,102.2,Low
2024-02-10,Mumbai,19.08,72.88,59.38,109.02,43.59,15.44,2.19,20.66,15.29,34.8,1.74,0.73,102.9,Moderate
2024-02-11,Mumbai,19.08,72.88,54.87,79.01,28.13,13.34,1.703,43.65,16.19,27.6,2.65,0.16,116.1,Moderate
2024-02-12,Mumbai,19.08,72.88,68.99,128.77,36.33,15.83,1.772,40.29,21.38,50.8,1.03,0.3,119.4,Moderate
2024-02-13,Mumbai,19.08,72.88,83.48,144.62,40.75,13.55,2.461,28.84,14.51,57.6,0.74,0.73,151.6,High
2024-02-14,Mumbai,19.08,72.88,61.34,112.81,34.05,11.15,1.926,37.98,14.45,29.8,3.1,1.03,127.0,Moderate
2024-02-15,Mumbai,19.08,72.88,71.61,111.92,35.62,15.85,2.05,56.02,16.37,41.3,2.37,0.05,139.2,High
2024-02-16,Mumbai,19.08,72.88,47.66,83.17,28.87,7.89,1.671,42.96,14.89,49.8,0.49,0.05,113.8,Moderate
